,ChampionshipWinner,Season,Championship,Country,CoachWinner 
1806,AC Venezia,1960/1961,SerieB_1960/1961,Italy,Carlo Alberto Quario
1807,AC Torino,1959/1960,SerieB_1959/1960,Italy,Carmelo Di Bella
1808,Atalanta BC,1958/1959,SerieB_1958/1959,Italy,Karl Adamek
1809,US Triestina,1957/1958,SerieB_1957/1958,Italy,Aldo Olivieri
1810,AC Verona,1956/1957,SerieB_1956/1957,Italy,-
1811,AS Udinese,1955/1956,SerieB_1955/1956,Italy,Giuseppe Bigogno
1812,AC Lanerossi Vicenza,1954/1955,SerieB_1954/1955,Italy,-
1813,Club Calcio Catania,1953/1954,SerieB_1953/1954,Italy,Piero Andreoli
1814,Genoa CFC,1952/1953,SerieB_1952/1953,Italy,Giacinto Ellena †
1815,AS Roma,1951/1952,SerieB_1951/1952,Italy,Giuseppe Viani
1816,SP Ars et Labor,1950/1951,SerieB_1950/1951,Italy,Antonio Janni
1817,AC Napoli,1949/1950,SerieB_1949/1950,Italy,Eraldo Monzeglio †
1818,AS Como,1948/1949,SerieB_1948/1949,Italy,Mario Varglien
1819,AC Padova,1947/1948,SerieB_1947/1948,Italy,Virginio Rosetta
1820,Novara Calcio 1908,1947/1948,SerieB_1947/1948,Italy,Virginio Rosetta
1821,US Palermo,1947/1948,SerieB_1947/1948,Italy,Virginio Rosetta
1822,US Salernitana,1946/1947,SerieB_1946/1947,Italy,Giuseppe Viani
1823,Pro Patria et Libertate,1946/1947,SerieB_1946/1947,Italy,Giuseppe Viani
1824,AS Lucchese Libertas,1946/1947,SerieB_1946/1947,Italy,Giuseppe Viani
1825,Alessandria US,1945/1946,SerieB_1945/1946,Italy,Mario Sperone
1826,Modena Calcio,1942/1943,SerieB_1942/1943,Italy,Giuseppe Girani †
1827,US Bari,1941/1942,SerieB_1941/1942,Italy,Stanislao Klein †
1828,Associazione Calcio Liguria,1940/1941,SerieB_1940/1941,Italy,Adolfo Baloncieri
1829,Atalanta BC,1939/1940,SerieB_1939/1940,Italy,Ivo Fiorentini
1830,AC Fiorentina,1938/1939,SerieB_1938/1939,Italy,Rudolf Soutschek
1831,Modena Calcio,1937/1938,SerieB_1937/1938,Italy,Enrico Patti
1832,Novara Calcio 1908,1937/1938,SerieB_1937/1938,Italy,Enrico Patti
1833,US Livorno,1936/1937,SerieB_1936/1937,Italy,Mario Magnozzi
1834,AS Lucchese Libertas,1935/1936,SerieB_1935/1936,Italy,Imre Janos Bekey
1835,Novara Calcio 1908,1935/1936,SerieB_1935/1936,Italy,Imre Janos Bekey
1836,Genova 1893 CdC,1934/1935,SerieB_1934/1935,Italy,Renzo De Vecchi
1837,SG Sampierdarenese,1933/1934,SerieB_1933/1934,Italy,Hermann Felsner †
1838,US Livorno,1932/1933,SerieB_1932/1933,Italy,Gyula Lelovics †
1839,Palermo FC,1931/1932,SerieB_1931/1932,Italy,Gyula Feldmann †
1840,AC Fiorentina,1930/1931,SerieB_1930/1931,Italy,Gyula Feldmann †
1841,Casale FBC,1929/1930,SerieB_1929/1930,Italy,Angelo Mattea
1842,FC Astana,2018/2019,PremierLiga_2018/2019,Kazakhstan,-
1843,FC Astana,2017/2018,PremierLiga_2017/2018,Kazakhstan,Stanimir Stoilov
1844,FC Astana,2016/2017,PremierLiga_2016/2017,Kazakhstan,Stanimir Stoilov
1845,FC Astana,2015/2016,PremierLiga_2015/2016,Kazakhstan,Stanimir Stoilov
1846,FC Astana,2014/2015,PremierLiga_2014/2015,Kazakhstan,Stanimir Stoilov
1847,FC Astana,2013/2014,PremierLiga_2013/2014,Kazakhstan,Stanimir Stoilov
1848,FK Aktobe,2012/2013,PremierLiga_2012/2013,Kazakhstan,Vladimir Nikitenko
1849,Shakhter Karaganda,2011/2012,PremierLiga_2011/2012,Kazakhstan,Viktor Kumykov
1850,Shakhter Karaganda,2010/2011,PremierLiga_2010/2011,Kazakhstan,Viktor Kumykov
1851,Tobol Kostanay,2009/2010,PremierLiga_2009/2010,Kazakhstan,-
1852,FK Aktobe,2008/2009,PremierLiga_2008/2009,Kazakhstan,-
1853,FK Aktobe,2007/2008,PremierLiga_2007/2008,Kazakhstan,-
1854,FK Aktobe,2006/2007,PremierLiga_2006/2007,Kazakhstan,-
1855,FK Astana 1964,2005/2006,PremierLiga_2005/2006,Kazakhstan,Arno Pijpers
1856,FK Aktobe,2004/2005,PremierLiga_2004/2005,Kazakhstan,-
1857,Kairat Almaty,2003/2004,PremierLiga_2003/2004,Kazakhstan,Aleksey Petrushin
1858,Irtysh Pavlodar,2002/2003,PremierLiga_2002/2003,Kazakhstan,-
1859,Irtysh Pavlodar,2001/2002,PremierLiga_2001/2002,Kazakhstan,-
1860,FK Astana 1964,2000/2001,PremierLiga_2000/2001,Kazakhstan,-
1861,FK Astana 1964,1999/2000,PremierLiga_1999/2000,Kazakhstan,-
1862,Irtysh Pavlodar,1998/1999,PremierLiga_1998/1999,Kazakhstan,-
1863,Spartak Semey,1997/1998,PremierLiga_1997/1998,Kazakhstan,-
1864,Irtysh Pavlodar,1996/1997,PremierLiga_1996/1997,Kazakhstan,-
1865,FK Taraz,1995/1996,PremierLiga_1995/1996,Kazakhstan,Vait Talgaev
1866,Spartak Semey,1994/1995,PremierLiga_1994/1995,Kazakhstan,-
1867,Spartak Semey,1993/1994,PremierLiga_1993/1994,Kazakhstan,-
1868,Irtysh Pavlodar,1992/1993,PremierLiga_1992/1993,Kazakhstan,-
1869,Kairat Almaty,1991/1992,PremierLiga_1991/1992,Kazakhstan,-
1870,Sheriff Tiraspol,2018/2019,DiviziaNationala_2018/2019,Moldova,-
1871,Sheriff Tiraspol,2017/2018,DiviziaNationala_2017/2018,Moldova,Goran Sablic
1872,Sheriff Tiraspol,2016/2017,DiviziaNationala_2016/2017,Moldova,Roberto Bordin
1873,Sheriff Tiraspol,2015/2016,DiviziaNationala_2015/2016,Moldova,Zoran Vulic
1874,FC Milsami Orhei,2014/2015,DiviziaNationala_2014/2015,Moldova,Iurie Osipenco
1875,Sheriff Tiraspol,2013/2014,DiviziaNationala_2013/2014,Moldova,-
1876,Sheriff Tiraspol,2012/2013,DiviziaNationala_2012/2013,Moldova,-
1877,Sheriff Tiraspol,2011/2012,DiviziaNationala_2011/2012,Moldova,-
1878,Dacia Chisinau,2010/2011,DiviziaNationala_2010/2011,Moldova,Igor Dobrovolski
1879,Sheriff Tiraspol,2009/2010,DiviziaNationala_2009/2010,Moldova,-
1880,Sheriff Tiraspol,2008/2009,DiviziaNationala_2008/2009,Moldova,Leonid Kuchuk
1881,Sheriff Tiraspol,2007/2008,DiviziaNationala_2007/2008,Moldova,Leonid Kuchuk
1882,Sheriff Tiraspol,2006/2007,DiviziaNationala_2006/2007,Moldova,Leonid Kuchuk
1883,Sheriff Tiraspol,2005/2006,DiviziaNationala_2005/2006,Moldova,Leonid Kuchuk
1884,Sheriff Tiraspol,2004/2005,DiviziaNationala_2004/2005,Moldova,Leonid Kuchuk
1885,Sheriff Tiraspol,2003/2004,DiviziaNationala_2003/2004,Moldova,Leonid Kuchuk
1886,Sheriff Tiraspol,2002/2003,DiviziaNationala_2002/2003,Moldova,-
1887,Sheriff Tiraspol,2001/2002,DiviziaNationala_2001/2002,Moldova,Mihai Stoichita
1888,Sheriff Tiraspol,2000/2001,DiviziaNationala_2000/2001,Moldova,-
1889,FC Zimbru Chisinau,1999/2000,DiviziaNationala_1999/2000,Moldova,-
1890,FC Zimbru Chisinau,1998/1999,DiviziaNationala_1998/1999,Moldova,Semen Altman
1891,FC Zimbru Chisinau,1997/1998,DiviziaNationala_1997/1998,Moldova,Semen Altman
1892,Constructorul Chisinau,1996/1997,DiviziaNationala_1996/1997,Moldova,-
1893,FC Zimbru Chisinau,1995/1996,DiviziaNationala_1995/1996,Moldova,-
1894,FC Zimbru Chisinau,1994/1995,DiviziaNationala_1994/1995,Moldova,-
1895,FC Zimbru Chisinau,1993/1994,DiviziaNationala_1993/1994,Moldova,-
1896,FC Zimbru Chisinau,1992/1993,DiviziaNationala_1992/1993,Moldova,-
1897,FC Zimbru Chisinau,1991/1992,DiviziaNationala_1991/1992,Moldova,-
1898,Ajax Amsterdam,2018/2019,Eredivisie_2018/2019,Netherlands,Erik ten Hag
1899,PSV Eindhoven,2017/2018,Eredivisie_2017/2018,Netherlands,Phillip Cocu
1900,Feyenoord Rotterdam,2016/2017,Eredivisie_2016/2017,Netherlands,Giovanni van Bronckhorst
1901,PSV Eindhoven,2015/2016,Eredivisie_2015/2016,Netherlands,Phillip Cocu
1902,PSV Eindhoven,2014/2015,Eredivisie_2014/2015,Netherlands,Phillip Cocu
1903,Ajax Amsterdam,2013/2014,Eredivisie_2013/2014,Netherlands,Frank de Boer
1904,Ajax Amsterdam,2012/2013,Eredivisie_2012/2013,Netherlands,Frank de Boer
1905,Ajax Amsterdam,2011/2012,Eredivisie_2011/2012,Netherlands,Frank de Boer
1906,Ajax Amsterdam,2010/2011,Eredivisie_2010/2011,Netherlands,Frank de Boer
1907,FC Twente Enschede,2009/2010,Eredivisie_2009/2010,Netherlands,Steve McClaren
1908,AZ Alkmaar,2008/2009,Eredivisie_2008/2009,Netherlands,Louis van Gaal
1909,PSV Eindhoven,2007/2008,Eredivisie_2007/2008,Netherlands,Sef Vergoossen
1910,PSV Eindhoven,2006/2007,Eredivisie_2006/2007,Netherlands,Ronald Koeman
1911,PSV Eindhoven,2005/2006,Eredivisie_2005/2006,Netherlands,Guus Hiddink
1912,PSV Eindhoven,2004/2005,Eredivisie_2004/2005,Netherlands,Guus Hiddink
1913,Ajax Amsterdam,2003/2004,Eredivisie_2003/2004,Netherlands,Ronald Koeman
1914,PSV Eindhoven,2002/2003,Eredivisie_2002/2003,Netherlands,Guus Hiddink
1915,Ajax Amsterdam,2001/2002,Eredivisie_2001/2002,Netherlands,Ronald Koeman
1916,PSV Eindhoven,2000/2001,Eredivisie_2000/2001,Netherlands,Eric Gerets
1917,PSV Eindhoven,1999/1900,Eredivisie_1999/1900,Netherlands,Eric Gerets
1918,Feyenoord Rotterdam,1998/1999,Eredivisie_1998/1999,Netherlands,Leo Beenhakker
1919,Ajax Amsterdam,1997/1998,Eredivisie_1997/1998,Netherlands,Morten Olsen
1920,PSV Eindhoven,1996/1997,Eredivisie_1996/1997,Netherlands,Dick Advocaat
1921,Ajax Amsterdam,1995/1996,Eredivisie_1995/1996,Netherlands,Louis van Gaal
1922,Ajax Amsterdam,1994/1995,Eredivisie_1994/1995,Netherlands,Louis van Gaal
1923,Ajax Amsterdam,1993/1994,Eredivisie_1993/1994,Netherlands,Louis van Gaal
1924,Feyenoord Rotterdam,1992/1993,Eredivisie_1992/1993,Netherlands,Wim van Hanegem
1925,PSV Eindhoven,1991/1992,Eredivisie_1991/1992,Netherlands,Sir Bobby Robson
1926,PSV Eindhoven,1990/1991,Eredivisie_1990/1991,Netherlands,Sir Bobby Robson
1927,Ajax Amsterdam,1989/1990,Eredivisie_1989/1990,Netherlands,Leo Beenhakker
1928,PSV Eindhoven,1988/1989,Eredivisie_1988/1989,Netherlands,Guus Hiddink
1929,PSV Eindhoven,1987/1988,Eredivisie_1987/1988,Netherlands,Guus Hiddink
1930,PSV Eindhoven,1986/1987,Eredivisie_1986/1987,Netherlands,Guus Hiddink
1931,PSV Eindhoven,1985/1986,Eredivisie_1985/1986,Netherlands,Jan Reker
1932,Ajax Amsterdam,1984/1985,Eredivisie_1984/1985,Netherlands,Aad de Mos
1933,Feyenoord Rotterdam,1983/1984,Eredivisie_1983/1984,Netherlands,Thijs Libregts
1934,Ajax Amsterdam,1982/1983,Eredivisie_1982/1983,Netherlands,Aad de Mos
1935,Ajax Amsterdam,1981/1982,Eredivisie_1981/1982,Netherlands,Kurt Linder
1936,AZ '67 Alkmaar,1980/1981,Eredivisie_1980/1981,Netherlands,Georg Keßler
1937,Ajax Amsterdam,1979/1980,Eredivisie_1979/1980,Netherlands,Leo Beenhakker
1938,Ajax Amsterdam,1978/1979,Eredivisie_1978/1979,Netherlands,Cor Brom
1939,PSV Eindhoven,1977/1978,Eredivisie_1977/1978,Netherlands,Kees Rijvers
1940,Ajax Amsterdam,1976/1977,Eredivisie_1976/1977,Netherlands,Tomislav Ivic
1941,PSV Eindhoven,1975/1976,Eredivisie_1975/1976,Netherlands,Kees Rijvers
1942,PSV Eindhoven,1974/1975,Eredivisie_1974/1975,Netherlands,Kees Rijvers
1943,SC Feyenoord,1973/1974,Eredivisie_1973/1974,Netherlands,Wiel Coerver
1944,Ajax Amsterdam,1972/1973,Eredivisie_1972/1973,Netherlands,Stefan Kovacs
1945,Ajax Amsterdam,1971/1972,Eredivisie_1971/1972,Netherlands,Stefan Kovacs
1946,SC Feyenoord,1970/1971,Eredivisie_1970/1971,Netherlands,Ernst Happel
1947,Ajax Amsterdam,1969/1970,Eredivisie_1969/1970,Netherlands,Rinus Michels
1948,RV & AV Feijenoord,1968/1969,Eredivisie_1968/1969,Netherlands,Ben Peeters
1949,Ajax Amsterdam,1967/1968,Eredivisie_1967/1968,Netherlands,Rinus Michels
1950,Ajax Amsterdam,1966/1967,Eredivisie_1966/1967,Netherlands,Rinus Michels
1951,Ajax Amsterdam,1965/1966,Eredivisie_1965/1966,Netherlands,Rinus Michels
1952,RV & AV Feijenoord,1964/1965,Eredivisie_1964/1965,Netherlands,Willy Kment
1953,DWS AFC,1963/1964,Eredivisie_1963/1964,Netherlands,Leslie Talbot
1954,PSV Eindhoven,1962/1963,Eredivisie_1962/1963,Netherlands,Bram Appel
1955,RV & AV Feijenoord,1961/1962,Eredivisie_1961/1962,Netherlands,Franz Fuchs
1956,RV & AV Feijenoord,1960/1961,Eredivisie_1960/1961,Netherlands,Jiri Sobotka
1957,Ajax Amsterdam,1959/1960,Eredivisie_1959/1960,Netherlands,Vic Buckingham
1958,RV & AV Sparta,1958/1959,Eredivisie_1958/1959,Netherlands,Denis Neville
1959,AVV DOS Utrecht,1957/1958,Eredivisie_1957/1958,Netherlands,Pepi Gruber
1960,Ajax Amsterdam,1956/1957,Eredivisie_1956/1957,Netherlands,Karl Humenberger
1961,Rapid JC,1955/1956,Eredivisie_1955/1956,Netherlands,-
1962,Willem II Tilburg,1954/1955,Eredivisie_1954/1955,Netherlands,František Fadrhonc
1963,EVV Eindhoven,1953/1954,Eredivisie_1953/1954,Netherlands,-
1964,RCH Heemstede,1952/1953,Eredivisie_1952/1953,Netherlands,Leslie Talbot
1965,Willem II Tilburg,1951/1952,Eredivisie_1951/1952,Netherlands,-
1966,PSV Eindhoven,1950/1951,Eredivisie_1950/1951,Netherlands,-
1967,SV Limburgia,1949/1950,Eredivisie_1949/1950,Netherlands,-
1968,SVV Schiedam,1948/1949,Eredivisie_1948/1949,Netherlands,-
1969,BVV Den Bosch,1947/1948,Eredivisie_1947/1948,Netherlands,-
1970,Ajax Amsterdam,1946/1947,Eredivisie_1946/1947,Netherlands,-
1971,Haarlem,1945/1946,Eredivisie_1945/1946,Netherlands,-
1972,ASC De Volewijckers,1943/1944,Eredivisie_1943/1944,Netherlands,-
1973,HSV ADO,1942/1943,Eredivisie_1942/1943,Netherlands,-
1974,HSV ADO,1941/1942,Eredivisie_1941/1942,Netherlands,-
1975,AVC Heracles,1940/1941,Eredivisie_1940/1941,Netherlands,-
1976,RV & AV Feijenoord,1939/1940,Eredivisie_1939/1940,Netherlands,-
1977,Ajax Amsterdam,1938/1939,Eredivisie_1938/1939,Netherlands,-
1978,RV & AV Feijenoord,1937/1938,Eredivisie_1937/1938,Netherlands,-
1979,Ajax Amsterdam,1936/1937,Eredivisie_1936/1937,Netherlands,-
1980,RV & AV Feijenoord,1935/1936,Eredivisie_1935/1936,Netherlands,-
1981,PSV Eindhoven,1934/1935,Eredivisie_1934/1935,Netherlands,-
1982,Ajax Amsterdam,1933/1934,Eredivisie_1933/1934,Netherlands,-
1983,DVV Go Ahead,1932/1933,Eredivisie_1932/1933,Netherlands,-
1984,Ajax Amsterdam,1931/1932,Eredivisie_1931/1932,Netherlands,-
1985,Ajax Amsterdam,1930/1931,Eredivisie_1930/1931,Netherlands,-
1986,DVV Go Ahead,1929/1930,Eredivisie_1929/1930,Netherlands,-
1987,PSV Eindhoven,1928/1929,Eredivisie_1928/1929,Netherlands,-
1988,RV & AV Feijenoord,1927/1928,Eredivisie_1927/1928,Netherlands,-
1989,AVC Heracles,1926/1927,Eredivisie_1926/1927,Netherlands,-
1990,SC Enschede,1925/1926,Eredivisie_1925/1926,Netherlands,-
1991,HBS Den Haag,1924/1925,Eredivisie_1924/1925,Netherlands,-
1992,RV & AV Feijenoord,1923/1924,Eredivisie_1923/1924,Netherlands,-
1993,RCH Haarlem,1922/1923,Eredivisie_1922/1923,Netherlands,-
1994,DVV Go Ahead,1921/1922,Eredivisie_1921/1922,Netherlands,-
1995,NAC,1920/1921,Eredivisie_1920/1921,Netherlands,-
1996,Be Quick (Gr.),1919/1920,Eredivisie_1919/1920,Netherlands,-
1997,Ajax Amsterdam,1918/1919,Eredivisie_1918/1919,Netherlands,-
1998,Ajax Amsterdam,1917/1918,Eredivisie_1917/1918,Netherlands,-
1999,DVV Go Ahead,1916/1917,Eredivisie_1916/1917,Netherlands,-
2000,Willem II Tilburg,1915/1916,Eredivisie_1915/1916,Netherlands,-
2001,RV & AV Sparta,1914/1915,Eredivisie_1914/1915,Netherlands,-
2002,HVV Den Haag,1913/1914,Eredivisie_1913/1914,Netherlands,-
2003,RV & AV Sparta,1912/1913,Eredivisie_1912/1913,Netherlands,-
2004,RV & AV Sparta,1911/1912,Eredivisie_1911/1912,Netherlands,-
2005,RV & AV Sparta,1910/1911,Eredivisie_1910/1911,Netherlands,-
2006,HVV Den Haag,1909/1910,Eredivisie_1909/1910,Netherlands,-
2007,RV & AV Sparta,1908/1909,Eredivisie_1908/1909,Netherlands,-
2008,HV & CV Quick,1907/1908,Eredivisie_1907/1908,Netherlands,-
2009,HVV Den Haag,1906/1907,Eredivisie_1906/1907,Netherlands,-
2010,HBS Den Haag,1905/1906,Eredivisie_1905/1906,Netherlands,-
2011,HVV Den Haag,1904/1905,Eredivisie_1904/1905,Netherlands,-
2012,HBS Den Haag,1903/1904,Eredivisie_1903/1904,Netherlands,-
2013,HVV Den Haag,1902/1903,Eredivisie_1902/1903,Netherlands,-
2014,HVV Den Haag,1901/1902,Eredivisie_1901/1902,Netherlands,-
2015,HVV Den Haag,1900/1901,Eredivisie_1900/1901,Netherlands,-
2016,HVV Den Haag,1899/1900,Eredivisie_1899/1900,Netherlands,-
2017,RAP Amsterdam,1898/1999,Eredivisie_1898/1999,Netherlands,-
2018,RAP Amsterdam,1897/1998,Eredivisie_1897/1998,Netherlands,-
2019,RAP Amsterdam,1896/1997,Eredivisie_1896/1997,Netherlands,-
2020,HVV Den Haag,1895/1996,Eredivisie_1895/1996,Netherlands,-
2021,Koninklijke HFC Haarlem,1894/1995,Eredivisie_1894/1995,Netherlands,-
2022,RAP Amsterdam,1893/1994,Eredivisie_1893/1994,Netherlands,-
2023,Koninklijke HFC Haarlem,1892/1993,Eredivisie_1892/1993,Netherlands,-
2024,RAP Amsterdam,1891/1992,Eredivisie_1891/1992,Netherlands,-
2025,HVV Den Haag,1890/1991,Eredivisie_1890/1991,Netherlands,-
2026,Koninklijke HFC Haarlem,1889/1990,Eredivisie_1889/1990,Netherlands,-
2027,VOC Rotterdam,1888/1989,Eredivisie_1888/1989,Netherlands,-
2028,FC Twente Enschede,2018/2019,KeukenKampioenDivisie_2018/2019,Netherlands,Marino Pusic
2029,Ajax Amsterdam U21,2017/2018,KeukenKampioenDivisie_2017/2018,Netherlands,Michael Reiziger
2030,VVV-Venlo,2016/2017,KeukenKampioenDivisie_2016/2017,Netherlands,Maurice Steijn
2031,Sparta Rotterdam,2015/2016,KeukenKampioenDivisie_2015/2016,Netherlands,Alex Pastoor
2032,NEC Nijmegen,2014/2015,KeukenKampioenDivisie_2014/2015,Netherlands,Ruud Brood
2033,Willem II Tilburg,2013/2014,KeukenKampioenDivisie_2013/2014,Netherlands,Jurgen Streppel
2034,SC Cambuur-Leeuwarden,2012/2013,KeukenKampioenDivisie_2012/2013,Netherlands,Henk de Jong
2035,FC Zwolle,2011/2012,KeukenKampioenDivisie_2011/2012,Netherlands,Art Langeler
2036,RKC Waalwijk,2010/2011,KeukenKampioenDivisie_2010/2011,Netherlands,Ruud Brood
2037,De Graafschap Doetinchem,2009/2010,KeukenKampioenDivisie_2009/2010,Netherlands,Darije Kalezic
2038,VVV-Venlo,2008/2009,KeukenKampioenDivisie_2008/2009,Netherlands,Jan van Dijk
2039,FC Volendam,2007/2008,KeukenKampioenDivisie_2007/2008,Netherlands,Stanley Menzo
2040,De Graafschap Doetinchem,2006/2007,KeukenKampioenDivisie_2006/2007,Netherlands,Jan de Jonge
2041,SBV Excelsior Rotterdam,2005/2006,KeukenKampioenDivisie_2005/2006,Netherlands,Mario Been
2042,Heracles Almelo,2004/2005,KeukenKampioenDivisie_2004/2005,Netherlands,Peter Bosz
2043,FC Den Bosch,2003/2004,KeukenKampioenDivisie_2003/2004,Netherlands,Gert Kruys
2044,ADO Den Haag,2002/2003,KeukenKampioenDivisie_2002/2003,Netherlands,Rinus Israël
2045,FC Zwolle,2001/2002,KeukenKampioenDivisie_2001/2002,Netherlands,Paul Krabbe
2046,FC Den Bosch,2000/2001,KeukenKampioenDivisie_2000/2001,Netherlands,Jan Poortvliet
2047,NAC Breda,1999/1900,KeukenKampioenDivisie_1999/1900,Netherlands,Kees Zwamborn
2048,FC Den Bosch,1998/1999,KeukenKampioenDivisie_1998/1999,Netherlands,Martin Koopman
2049,AZ Alkmaar,1997/1998,KeukenKampioenDivisie_1997/1998,Netherlands,Wim van Hanegem
2050,MVV Maastricht,1996/1997,KeukenKampioenDivisie_1996/1997,Netherlands,Frans Körver
2051,AZ Alkmaar,1995/1996,KeukenKampioenDivisie_1995/1996,Netherlands,Theo Vonk
2052,Fortuna Sittard,1994/1995,KeukenKampioenDivisie_1994/1995,Netherlands,-
2053,Dordrecht'90,1993/1994,KeukenKampioenDivisie_1993/1994,Netherlands,Nico van Zoghel
2054,VVV-Venlo,1992/1993,KeukenKampioenDivisie_1992/1993,Netherlands,Frans Körver
2055,Cambuur-Leeuwarden bvo,1991/1992,KeukenKampioenDivisie_1991/1992,Netherlands,Rob Baan
2056,De Graafschap Doetinchem,1990/1991,KeukenKampioenDivisie_1990/1991,Netherlands,Simon Kistemaker
2057,SVV Schiedam,1989/1990,KeukenKampioenDivisie_1989/1990,Netherlands,Dick Advocaat
2058,AVC Vitesse,1988/1989,KeukenKampioenDivisie_1988/1989,Netherlands,Bert Jacobs
2059,RKC Waalwijk,1987/1988,KeukenKampioenDivisie_1987/1988,Netherlands,Leo van Veen
2060,FC Volendam,1986/1987,KeukenKampioenDivisie_1986/1987,Netherlands,Jan Brouwer
2061,FC Den Haag,1985/1986,KeukenKampioenDivisie_1985/1986,Netherlands,Rob Baan
2062,SC Heracles '74,1984/1985,KeukenKampioenDivisie_1984/1985,Netherlands,Gerard Somer
2063,MVV Maastricht,1983/1984,KeukenKampioenDivisie_1983/1984,Netherlands,Clemens Westerhof
2064,Drechtsteden'79,1982/1983,KeukenKampioenDivisie_1982/1983,Netherlands,Hans Dorjee
2065,Helmond Sport,1981/1982,KeukenKampioenDivisie_1981/1982,Netherlands,Jan Notermans
2066,SBV Haarlem,1980/1981,KeukenKampioenDivisie_1980/1981,Netherlands,Hans van Doorneveld
2067,FC Groningen,1979/1980,KeukenKampioenDivisie_1979/1980,Netherlands,Theo Verlangen
2068,RV & AV Excelsior,1978/1979,KeukenKampioenDivisie_1978/1979,Netherlands,Thijs Libregts
2069,PEC Zwolle,1977/1978,KeukenKampioenDivisie_1977/1978,Netherlands,Fritz Korbach
2070,AVC Vitesse,1976/1977,KeukenKampioenDivisie_1976/1977,Netherlands,Henk Wullems
2071,Haarlem,1975/1976,KeukenKampioenDivisie_1975/1976,Netherlands,Barry Hughes
2072,SC NEC,1974/1975,KeukenKampioenDivisie_1974/1975,Netherlands,Piet de Visser
2073,RV & AV Excelsior,1973/1974,KeukenKampioenDivisie_1973/1974,Netherlands,Ben Peeters
2074,Roda JC Kerkrade,1972/1973,KeukenKampioenDivisie_1972/1973,Netherlands,Hennie Hollink
2075,Haarlem,1971/1972,KeukenKampioenDivisie_1971/1972,Netherlands,Joop Brand
2076,FC Den Bosch '67,1970/1971,KeukenKampioenDivisie_1970/1971,Netherlands,Jan Remmers
2077,RKSV Volendam,1969/1970,KeukenKampioenDivisie_1969/1970,Netherlands,Hans Croon
2078,SVV Schiedam,1968/1969,KeukenKampioenDivisie_1968/1969,Netherlands,Rinus Gosens
2079,Holland Sport,1967/1968,KeukenKampioenDivisie_1967/1968,Netherlands,Cor van der Hart
2080,RKSV Volendam,1966/1967,KeukenKampioenDivisie_1966/1967,Netherlands,Ron Dellow
2081,RKSV Sittardia,1965/1966,KeukenKampioenDivisie_1965/1966,Netherlands,Frans Debruijn
2082,Willem II Tilburg,1964/1965,KeukenKampioenDivisie_1964/1965,Netherlands,Jaap van der Leck
2083,RKSV Sittardia,1963/1964,KeukenKampioenDivisie_1963/1964,Netherlands,Frans Debruijn
2084,DWS AFC,1962/1963,KeukenKampioenDivisie_1962/1963,Netherlands,Leslie Talbot
2085,AVC Heracles,1961/1962,KeukenKampioenDivisie_1961/1962,Netherlands,Rinus Gosens
2086,Fortuna Vlaardingen,1961/1962,KeukenKampioenDivisie_1961/1962,Netherlands,Rinus Gosens
2087,RKSV Volendam,1960/1961,KeukenKampioenDivisie_1960/1961,Netherlands,Franz Fuchs
2088,SV Blauw-Wit,1960/1961,KeukenKampioenDivisie_1960/1961,Netherlands,Franz Fuchs
2089,VV Alkmaar '54,1959/1960,KeukenKampioenDivisie_1959/1960,Netherlands,Ludwig Veg
2090,GVAV Groningen,1959/1960,KeukenKampioenDivisie_1959/1960,Netherlands,Ludwig Veg
2091,RKSV Sittardia,1958/1959,KeukenKampioenDivisie_1958/1959,Netherlands,Gerrie Stroker
2092,RKSV Volendam,1958/1959,KeukenKampioenDivisie_1958/1959,Netherlands,Gerrie Stroker
2093,SHS Den Haag,1957/1958,KeukenKampioenDivisie_1957/1958,Netherlands,Franz Fuchs
2094,Willem II Tilburg,1957/1958,KeukenKampioenDivisie_1957/1958,Netherlands,Franz Fuchs
2095,SV Blauw-Wit,1956/1957,KeukenKampioenDivisie_1956/1957,Netherlands,Rinus Loof
2096,HSV ADO,1956/1957,KeukenKampioenDivisie_1956/1957,Netherlands,Rinus Loof
2097,Molde FK,2018/2019,Eliteserien_2018/2019,Norway,-
