,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value
251,Felix Luckeneder,26 Years,"Mar 21, 1994 ",Austria,Defender,TSV Hartberg,32,€600k
252,Michael Huber,30 Years,"Jan 14, 1990 ",Austria,Defender,TSV Hartberg,4,€400k
253,Thomas Rotter,28 Years,"Jan 27, 1992 ",Austria,Defender,TSV Hartberg,31,€250k
254,Christian Klem,28 Years,"Apr 21, 1991 ",Austria,Defender,TSV Hartberg,14,€400k
255,Siegfried Rasswalder,32 Years,"May 13, 1987 ",Austria,Defender,TSV Hartberg,7,€200k
256,Amadou Dante,19 Years,"Oct 7, 2000 ",Mali,Defender,TSV Hartberg,22,€100k
257,Tobias Kainz,27 Years,"Oct 31, 1992 ",Austria,Defender,TSV Hartberg,23,€300k
258,Andreas Lienhart,34 Years,"Jan 28, 1986 ",Austria,Defender,TSV Hartberg,6,€250k
259,Bakary Nimaga,25 Years,"Dec 6, 1994 ",Mali,Midfielder,TSV Hartberg,42,€350k
260,David Cancola,23 Years,"Oct 23, 1996 ",Austria,Midfielder,TSV Hartberg,18,€500k
261,Peter Tschernegg,27 Years,"Jul 23, 1992 ",Austria,Midfielder,TSV Hartberg,29,€400k
262,Marcel Schantl,19 Years,"Aug 17, 2000 ",Austria,Midfielder,TSV Hartberg,15,€25k
263,Jodel Dossou,28 Years,"Mar 17, 1992 ",Benin,Midfielder,TSV Hartberg,20,€700k
264,Jürgen Heil,23 Years,"Apr 4, 1997 ",Austria,Midfielder,TSV Hartberg,28,€300k
265,Michael John Lema,20 Years,"Sep 13, 1999 ",Austria,Midfielder,TSV Hartberg,37,€600k
266,Stefan Rakowitz,30 Years,"Apr 3, 1990 ",Austria,Midfielder,TSV Hartberg,10,€350k
267,Lukas Ried,24 Years,"Oct 10, 1995 ",Austria,Midfielder,TSV Hartberg,27,€350k
268,Lukas Gabbichler,21 Years,"May 12, 1998 ",Austria,Midfielder,TSV Hartberg,11,€100k
269,Rajko Rep,29 Years,"Jun 20, 1990 ",Slovenia,Midfielder,TSV Hartberg,9,€700k
270,Tomas Ostrak,20 Years,"Feb 5, 2000 ",Czech Republic,Midfielder,TSV Hartberg,19,€300k
271,Christoph Kröpfl,29 Years,"May 4, 1990 ",Austria,Forward,TSV Hartberg,8,€200k
272,Dario Tadic,29 Years,"May 11, 1990 ",Austria,Forward,TSV Hartberg,24,€650k
273,Sandro Gotal,28 Years,"Sep 9, 1991 ",Austria,Forward,TSV Hartberg,40,€250k
274,Markus Kuster,26 Years,"Feb 22, 1994 ",Austria,Goalkeeper,SV Mattersburg,1,€650k
275,Tino Casali,24 Years,"Nov 14, 1995 ",Austria,Goalkeeper,SV Mattersburg,13,€200k
276,Manuel Salaba,19 Years,"May 19, 2000 ",Austria,Goalkeeper,SV Mattersburg,22,€50k
277,Nedeljko Malic,31 Years,"May 15, 1988 ",Austria,Defender,SV Mattersburg,4,€300k
278,Lukas Rath,28 Years,"Jan 18, 1992 ",Austria,Defender,SV Mattersburg,18,€300k
279,Thorsten Mahrer,30 Years,"Jan 22, 1990 ",Austria,Defender,SV Mattersburg,31,€300k
280,David Nemeth,19 Years,"Mar 18, 2001 ",Austria,Defender,SV Mattersburg,2,€250k
281,Michael Steinwender,19 Years,"May 4, 2000 ",Austria,Defender,SV Mattersburg,3,€100k
282,Michael Lercher,24 Years,"Jan 4, 1996 ",Austria,Defender,SV Mattersburg,5,€250k
283,Alois Höller,31 Years,"Mar 15, 1989 ",Austria,Defender,SV Mattersburg,8,€300k
284,Florian Hart,29 Years,"May 11, 1990 ",Austria,Defender,SV Mattersburg,12,€300k
285,Jano,33 Years,"Dec 23, 1986 ",Spain,Midfielder,SV Mattersburg,10,€400k
286,Philipp Erhardt,26 Years,"Sep 10, 1993 ",Austria,Midfielder,SV Mattersburg,6,€300k
287,Patrick Salomon,31 Years,"Jun 10, 1988 ",Austria,Midfielder,SV Mattersburg,21,€400k
288,Andreas Kuen,25 Years,"Mar 24, 1995 ",Austria,Midfielder,SV Mattersburg,30,€500k
289,Andreas Gruber,24 Years,"Jun 29, 1995 ",Austria,Midfielder,SV Mattersburg,11,€800k
290,Fabian Miesenböck,26 Years,"Jul 7, 1993 ",Austria,Midfielder,SV Mattersburg,7,€250k
291,Christoph Halper,21 Years,"May 21, 1998 ",Austria,Midfielder,SV Mattersburg,14,€400k
292,Julius Ertlthaler,22 Years,"Apr 25, 1997 ",Austria,Midfielder,SV Mattersburg,23,€200k
293,Marko Kvasina,23 Years,"Dec 20, 1996 ",Austria,Forward,SV Mattersburg,9,€500k
294,Martin Pusic,32 Years,"Oct 24, 1987 ",Austria,Forward,SV Mattersburg,19,€400k
295,Victor Olatunji,20 Years,"Sep 5, 1999 ",Nigeria,Forward,SV Mattersburg,20,€200k
296,Stephan Schimandl,21 Years,"Mar 30, 1999 ",Austria,Forward,SV Mattersburg,24,€200k
297,Patrick Bürger,32 Years,"Jun 27, 1987 ",Austria,Forward,SV Mattersburg,33,€200k
298,Ferdinand Oswald,29 Years,"Oct 5, 1990 ",Germany,Goalkeeper,WSG Tirol,25,€400k
299,Pascal Grünwald,37 Years,"Nov 13, 1982 ",Austria,Goalkeeper,WSG Tirol,1,€100k
300,Simon Beccari,21 Years,"Nov 18, 1998 ",Italy,Goalkeeper,WSG Tirol,12,€25k
301,Stefan Hager,25 Years,"Jan 25, 1995 ",Austria,Defender,WSG Tirol,34,€400k
302,Bruno Soares,31 Years,"Aug 21, 1988 ",Brazil,Defender,WSG Tirol,44,€400k
303,David Gugganig,23 Years,"Feb 10, 1997 ",Austria,Defender,WSG Tirol,4,€350k
304,Ione Cabrera,34 Years,"Oct 13, 1985 ",Spain,Defender,WSG Tirol,13,€200k
305,Sandro Neurauter,28 Years,"Mar 21, 1992 ",Austria,Defender,WSG Tirol,19,€200k
306,Florian Buchacher,32 Years,"Sep 28, 1987 ",Austria,Defender,WSG Tirol,26,€200k
307,Fabian Koch,30 Years,"Jun 24, 1989 ",Austria,Defender,WSG Tirol,24,€450k
308,Julian Gölles,20 Years,"Sep 22, 1999 ",Austria,Defender,WSG Tirol,14,€350k
309,Sebastian Santin,25 Years,"Jun 15, 1994 ",Austria,Defender,WSG Tirol,9,€250k
310,Michael Svoboda,21 Years,"Oct 15, 1998 ",Austria,Midfielder,WSG Tirol,3,€400k
311,Lukas Grgic,24 Years,"Aug 17, 1995 ",Austria,Midfielder,WSG Tirol,46,€400k
312,Thanos Petsos,28 Years,"Jun 5, 1991 ",Greece,Midfielder,WSG Tirol,6,€250k
313,Kevin Nitzlnader,27 Years,"Feb 3, 1993 ",Austria,Midfielder,WSG Tirol,8,€200k
314,Florian Rieder,23 Years,"May 16, 1996 ",Austria,Midfielder,WSG Tirol,16,€300k
315,Ignacio Jáuregui,24 Years,"Aug 2, 1995 ",Argentina,Midfielder,WSG Tirol,5,€250k
316,Clemens Walch,32 Years,"Jul 10, 1987 ",Austria,Midfielder,WSG Tirol,18,€250k
317,Felix Adjei,29 Years,"Dec 17, 1990 ",Ghana,Midfielder,WSG Tirol,17,€250k
318,Benjamin Pranter,30 Years,"Sep 22, 1989 ",Austria,Midfielder,WSG Tirol,7,€400k
319,Florian Toplitsch,28 Years,"Sep 7, 1991 ",Austria,Midfielder,WSG Tirol,10,€250k
320,Dino Kovacec,26 Years,"Dec 27, 1993 ",Croatia,Forward,WSG Tirol,23,€200k
321,Kelvin Yeboah,19 Years,"May 6, 2000 ",Ghana,Forward,WSG Tirol,27,€400k
322,Zlatko Dedic,35 Years,"Oct 5, 1984 ",Slovenia,Forward,WSG Tirol,22,€350k
323,Stefan Maierhofer,37 Years,"Aug 16, 1982 ",Austria,Forward,WSG Tirol,20,€125k
324,Daniel Antosch,20 Years,"Mar 7, 2000 ",Austria,Goalkeeper,FC Liefering,31,€300k
325,Adam Stejskal,17 Years,"Aug 23, 2002 ",Czech Republic,Goalkeeper,FC Liefering,30,€75k
326,Kilian Schröcker,18 Years,"Sep 3, 2001 ",Austria,Goalkeeper,FC Liefering,44,€75k
327,Bryan Okoh,16 Years,"May 16, 2003 ",Switzerland,Defender,FC Liefering,5,€1.00m
328,Ahmet Gürleyen,20 Years,"Apr 26, 1999 ",Germany,Defender,FC Liefering,43,€400k
329,Dominik Oroz,19 Years,"Oct 29, 2000 ",Croatia,Defender,FC Liefering,18,€350k
330,David Affengruber,19 Years,"Mar 19, 2001 ",Austria,Defender,FC Liefering,42,€300k
331,Abdourahmane Barry,20 Years,"Feb 21, 2000 ",France,Defender,FC Liefering,32,€200k
332,Sebastian Aigner,19 Years,"Jan 3, 2001 ",Austria,Defender,FC Liefering,28,€100k
333,Amar Dedic,17 Years,"Aug 18, 2002 ",Bosnia-Herzegovina,Defender,FC Liefering,4,€350k
334,Jusuf Gazibegovic,20 Years,"Mar 11, 2000 ",Bosnia-Herzegovina,Defender,FC Liefering,22,€200k
335,Wallison,18 Years,"Jul 24, 2001 ",Brazil,Defender,FC Liefering,40,€200k
336,Fabian Windhager,18 Years,"Sep 7, 2001 ",Austria,Midfielder,FC Liefering,2,€75k
337,Peter Pokorny,18 Years,"Aug 8, 2001 ",Slovakia,Midfielder,FC Liefering,6,€700k
338,Maurits Kjaergaard,16 Years,"Jun 26, 2003 ",Denmark,Midfielder,FC Liefering,15,€1.25m
339,Nicolas Seiwald,18 Years,"May 4, 2001 ",Austria,Midfielder,FC Liefering,13,€300k
340,Nikola Stosic,20 Years,"Jan 29, 2000 ",Serbia,Midfielder,FC Liefering,17,€250k
341,Luka Sucic,17 Years,"Sep 8, 2002 ",Croatia,Midfielder,FC Liefering,25,€200k
342,Alexander Prass,18 Years,"May 26, 2001 ",Austria,Midfielder,FC Liefering,27,€300k
343,Tobias Anselm,20 Years,"Feb 24, 2000 ",Austria,Midfielder,FC Liefering,20,€200k
344,Luis Phelipe,19 Years,"Feb 12, 2001 ",Brazil,Forward,FC Liefering,11,€400k
345,Csaba Bukta,18 Years,"Jul 25, 2001 ",Hungary,Forward,FC Liefering,37,€250k
346,Karim Adeyemi,18 Years,"Jan 18, 2002 ",Germany,Forward,FC Liefering,23,€7.50m
347,Benjamin Sesko,16 Years,"May 31, 2003 ",Slovenia,Forward,FC Liefering,21,€1.25m
348,Chukwubuike Adamu,18 Years,"Jun 6, 2001 ",Austria,Forward,FC Liefering,9,€1.00m
349,Johannes Kreidl,24 Years,"Mar 7, 1996 ",Austria,Goalkeeper,SV Ried,1,€350k
350,Daniel-Edward Daniliuc,20 Years,"Nov 16, 1999 ",Austria,Goalkeeper,SV Ried,34,€175k
351,Filip Dmitrovic,24 Years,"Jul 28, 1995 ",Serbia,Goalkeeper,SV Ried,61,€175k
352,Lukas Gütlbauer,19 Years,"Dec 6, 2000 ",Austria,Goalkeeper,SV Ried,32,€50k
353,Kennedy Boateng,23 Years,"Nov 29, 1996 ",Ghana,Defender,SV Ried,14,€400k
354,Constantin Reiner,22 Years,"Jul 11, 1997 ",Austria,Defender,SV Ried,6,€250k
355,Thomas Reifeltshammer,31 Years,"Jul 3, 1988 ",Austria,Defender,SV Ried,28,€250k
356,Patrick Obermüller,21 Years,"Feb 17, 1999 ",Austria,Defender,SV Ried,18,€200k
357,Bojan Lugonja,21 Years,"Aug 1, 1998 ",Austria,Defender,SV Ried,5,€150k
358,Severin Hingsamer,20 Years,"Mar 20, 2000 ",Austria,Defender,SV Ried,11,€50k
359,Mario Vojkovic,25 Years,"Jan 11, 1995 ",Austria,Defender,SV Ried,2,€175k
360,Felix Seiwald,19 Years,"Aug 20, 2000 ",Austria,Defender,SV Ried,26,€75k
361,Manuel Kerhe,32 Years,"Jun 3, 1987 ",Austria,Defender,SV Ried,3,€300k
362,Balakiyem Takougnadi,27 Years,"Nov 16, 1992 ",Austria,Defender,SV Ried,31,€250k
363,Marcel Ziegl,27 Years,"Dec 20, 1992 ",Austria,Midfielder,SV Ried,4,€300k
364,Reuben Acquah,23 Years,"Nov 3, 1996 ",Ghana,Midfielder,SV Ried,45,€300k
365,Arne Ammerer,23 Years,"Sep 18, 1996 ",Austria,Midfielder,SV Ried,8,€150k
366,Nemanja Zikic,19 Years,"Apr 20, 2000 ",Serbia,Midfielder,SV Ried,20,€50k
367,Ante Bajic,24 Years,"Aug 22, 1995 ",Austria,Midfielder,SV Ried,12,€350k
368,Stefan Nutz,28 Years,"Feb 15, 1992 ",Austria,Midfielder,SV Ried,22,€400k
369,Julian Wießmeier,27 Years,"Nov 4, 1992 ",Germany,Midfielder,SV Ried,10,€350k
370,Ivan Kovacec,31 Years,"Jun 27, 1988 ",Croatia,Forward,SV Ried,30,€200k
371,Marco Grüll,21 Years,"Jul 6, 1998 ",Austria,Forward,SV Ried,17,€500k
372,Jefté Betancor,26 Years,"Jul 6, 1993 ",Spain,Forward,SV Ried,7,€300k
373,Bernd Gschweidl,24 Years,"Sep 8, 1995 ",Austria,Forward,SV Ried,9,€200k
374,Valentin Grubeck,25 Years,"Feb 26, 1995 ",Austria,Forward,SV Ried,29,€200k
375,Ugochukwu Oduenyi,24 Years,"Feb 3, 1996 ",Nigeria,Forward,SV Ried,19,€50k
376,Zan Pelko,29 Years,"Sep 28, 1990 ",Slovenia,Goalkeeper,SK Austria Klagenfurt,28,€250k
377,Rico Sygo,24 Years,"Mar 15, 1996 ",Germany,Goalkeeper,SK Austria Klagenfurt,1,€100k
378,Nico Grubor,19 Years,"Jul 20, 2000 ",Austria,Goalkeeper,SK Austria Klagenfurt,31,€25k
379,Kristijan Kondic,21 Years,"Nov 16, 1998 ",Slovenia,Goalkeeper,SK Austria Klagenfurt,77,€25k
380,Kosmas Gezos,27 Years,"Aug 15, 1992 ",Greece,Defender,SK Austria Klagenfurt,20,€300k
381,Ivan Saravanja,23 Years,"Aug 24, 1996 ",Croatia,Defender,SK Austria Klagenfurt,63,€300k
382,Scott Kennedy,23 Years,"Mar 31, 1997 ",Germany,Defender,SK Austria Klagenfurt,2,€250k
383,Thomas Blomeyer,23 Years,"Apr 24, 1996 ",Germany,Defender,SK Austria Klagenfurt,5,€175k
384,Florian Jaritz,22 Years,"Oct 18, 1997 ",Austria,Defender,SK Austria Klagenfurt,7,€250k
385,Maximiliano Moreira,25 Years,"Jun 11, 1994 ",Uruguay,Defender,SK Austria Klagenfurt,6,€175k
386,Florian Freissegger,19 Years,"Mar 26, 2001 ",Austria,Defender,SK Austria Klagenfurt,27,€200k
387,Alexander Killar,17 Years,"Apr 26, 2002 ",Austria,Defender,SK Austria Klagenfurt,26,€50k
388,Fabio Markelic,18 Years,"Aug 9, 2001 ",Austria,Midfielder,SK Austria Klagenfurt,21,€100k
389,Aleksandar Dokic,19 Years,"Jun 30, 2000 ",Slovenia,Midfielder,SK Austria Klagenfurt,29,€25k
390,Markus Rusek,26 Years,"Dec 26, 1993 ",Austria,Midfielder,SK Austria Klagenfurt,18,€250k
391,Polydoros Gezos,25 Years,"Sep 3, 1994 ",Greece,Midfielder,SK Austria Klagenfurt,22,€175k
392,Julian von Haacke,26 Years,"Feb 14, 1994 ",Germany,Midfielder,SK Austria Klagenfurt,19,€250k
393,Patrick Greil,23 Years,"Sep 8, 1996 ",Austria,Midfielder,SK Austria Klagenfurt,4,€200k
394,Sandro Zakany,32 Years,"Sep 23, 1987 ",Austria,Midfielder,SK Austria Klagenfurt,10,€150k
395,Mc Moordy King Hüther,20 Years,"Jul 26, 1999 ",Germany,Midfielder,SK Austria Klagenfurt,36,€75k
396,Philipp Hütter,29 Years,"Aug 17, 1990 ",Austria,Midfielder,SK Austria Klagenfurt,32,€250k
397,Okan Aydin,25 Years,"May 8, 1994 ",Turkey,Forward,SK Austria Klagenfurt,11,€350k
398,Baris Ekincier,21 Years,"Mar 24, 1999 ",Azerbaijan,Forward,SK Austria Klagenfurt,38,€100k
399,Darijo Pecirep,28 Years,"Aug 14, 1991 ",Croatia,Forward,SK Austria Klagenfurt,9,€250k
400,Oliver Markoutz,25 Years,"Jan 14, 1995 ",Austria,Forward,SK Austria Klagenfurt,16,€250k
401,Petar Zubak,24 Years,"Dec 19, 1995 ",Croatia,Forward,SK Austria Klagenfurt,17,€200k
402,Benjamin Hadzic,21 Years,"Mar 4, 1999 ",Bosnia-Herzegovina,Forward,SK Austria Klagenfurt,71,€100k
403,Mersei Dieu Nsandi,20 Years,"Jul 16, 1999 ",DR Congo,Forward,SK Austria Klagenfurt,30,€50k
404,Lukas Wedl,24 Years,"Oct 19, 1995 ",Austria,Goalkeeper,FC Wacker Innsbruck,1,€200k
405,Alexander Eckmayr,20 Years,"Jul 6, 1999 ",Austria,Goalkeeper,FC Wacker Innsbruck,13,€150k
406,David Stemmer,22 Years,"Sep 30, 1997 ",Austria,Goalkeeper,FC Wacker Innsbruck,83,€50k
407,Fabian Leitner,18 Years,"Nov 11, 2001 ",Austria,Defender,FC Wacker Innsbruck,26,€50k
408,Stefan Meusburger,26 Years,"Oct 28, 1993 ",Austria,Defender,FC Wacker Innsbruck,18,€250k
409,Raffael Behounek,22 Years,"Apr 16, 1997 ",Austria,Defender,FC Wacker Innsbruck,5,€200k
410,Sefik Abali,17 Years,"Jun 7, 2002 ",Austria,Defender,FC Wacker Innsbruck,4,€100k
411,Florian Kopp,18 Years,"May 15, 2001 ",Austria,Defender,FC Wacker Innsbruck,22,€25k
412,Alexander Joppich,25 Years,"Jan 19, 1995 ",Austria,Defender,FC Wacker Innsbruck,16,€175k
413,Thomas Kofler,21 Years,"Jul 7, 1998 ",Austria,Defender,FC Wacker Innsbruck,19,€175k
414,Lukas Hupfauf,23 Years,"Sep 11, 1996 ",Austria,Defender,FC Wacker Innsbruck,14,€250k
415,Felix Köchl,17 Years,"May 31, 2002 ",Austria,Defender,FC Wacker Innsbruck,2,€150k
416,Karim Conte,20 Years,"Aug 25, 1999 ",Guinea,Midfielder,FC Wacker Innsbruck,8,€250k
417,Robert Martic,18 Years,"Jul 11, 2001 ",Austria,Midfielder,FC Wacker Innsbruck,6,€200k
418,Matthäus Taferner,19 Years,"Jan 30, 2001 ",Austria,Midfielder,FC Wacker Innsbruck,70,€400k
419,Clemens Hubmann,19 Years,"Feb 3, 2001 ",Austria,Midfielder,FC Wacker Innsbruck,28,€100k
420,Murat Satin,23 Years,"Aug 30, 1996 ",Austria,Midfielder,FC Wacker Innsbruck,20,€250k
421,Raphael Gallé,20 Years,"Aug 29, 1999 ",Austria,Midfielder,FC Wacker Innsbruck,17,€200k
422,Rami Tekir,23 Years,"Jan 10, 1997 ",Austria,Midfielder,FC Wacker Innsbruck,23,€200k
423,Felix Mandl,16 Years,"Jun 5, 2003 ",Austria,Forward,FC Wacker Innsbruck,27,€25k
424,Markus Wallner,23 Years,"Oct 27, 1996 ",Austria,Forward,FC Wacker Innsbruck,11,€250k
425,Sunday Faleye,21 Years,"Nov 29, 1998 ",Nigeria,Forward,FC Wacker Innsbruck,30,€100k
426,Alexander Gründler,26 Years,"Jul 24, 1993 ",Austria,Forward,FC Wacker Innsbruck,10,€200k
427,Elvin Ibrisimovic,20 Years,"Apr 19, 1999 ",Austria,Forward,FC Wacker Innsbruck,9,€250k
428,Ertugrul Yildirim,22 Years,"Apr 17, 1997 ",Austria,Forward,FC Wacker Innsbruck,7,€200k
429,Atsushi Zaizen,20 Years,"Jun 26, 1999 ",Japan,Forward,FC Wacker Innsbruck,24,€200k
430,Vasil Kusej,19 Years,"May 24, 2000 ",Czech Republic,Forward,FC Wacker Innsbruck,32,€100k
431,Andreas Zingl,27 Years,"Jun 27, 1992 ",Austria,Goalkeeper,SV Lafnitz,1,€200k
432,Lucas Wabnig,24 Years,"Aug 14, 1995 ",Austria,Goalkeeper,SV Lafnitz,21,€75k
433,Jakob Meierhofer,22 Years,"Nov 6, 1997 ",Austria,Goalkeeper,SV Lafnitz,31,€50k
434,Julian Tomka,22 Years,"May 5, 1997 ",Austria,Defender,SV Lafnitz,34,€300k
435,Milos Jovicic,25 Years,"Jan 29, 1995 ",Serbia,Defender,SV Lafnitz,30,€200k
436,William Rodrigues,26 Years,"Sep 9, 1993 ",Brazil,Defender,SV Lafnitz,40,€175k
437,Martin Rodler,31 Years,"Feb 24, 1989 ",Austria,Defender,SV Lafnitz,26,€100k
438,Gabriele Piras,20 Years,"Jun 3, 1999 ",Italy,Defender,SV Lafnitz,25,€50k
439,David Otter,28 Years,"Dec 13, 1991 ",Austria,Defender,SV Lafnitz,19,€200k
440,Lorenz Leskosek,20 Years,"Mar 16, 2000 ",Austria,Defender,SV Lafnitz,42,€75k
441,Georg Grasser,29 Years,"Oct 3, 1990 ",Austria,Defender,SV Lafnitz,15,€50k
442,Daniel Rosenbichler,24 Years,"Jul 10, 1995 ",Austria,Defender,SV Lafnitz,3,€200k
443,Christoph Gschiel,29 Years,"Dec 26, 1990 ",Austria,Defender,SV Lafnitz,7,€200k
444,Marco Heibl,21 Years,"Sep 21, 1998 ",Austria,Midfielder,SV Lafnitz,8,€75k
445,Stevan Lukovic,27 Years,"Mar 16, 1993 ",Serbia,Midfielder,SV Lafnitz,37,€300k
446,Tobias Koch,19 Years,"Apr 6, 2001 ",Austria,Midfielder,SV Lafnitz,72,€100k
447,Michael Kölbl,33 Years,"Nov 20, 1986 ",Austria,Midfielder,SV Lafnitz,5,€50k
448,Emir Redzic,25 Years,"Feb 15, 1995 ",Bosnia-Herzegovina,Midfielder,SV Lafnitz,13,€50k
449,Bernd Kager,32 Years,"Jul 14, 1987 ",Austria,Midfielder,SV Lafnitz,24,€150k
450,Wolfgang Waldl,30 Years,"Jun 7, 1989 ",Austria,Midfielder,SV Lafnitz,18,€100k
451,Thorsten Schriebl,21 Years,"Nov 24, 1998 ",Austria,Midfielder,SV Lafnitz,20,€100k
452,Christian Lichtenberger,24 Years,"Dec 12, 1995 ",Austria,Midfielder,SV Lafnitz,10,€250k
453,Mario Kröpfl,30 Years,"Dec 21, 1989 ",Austria,Midfielder,SV Lafnitz,14,€200k
454,Matthias Puschl,23 Years,"Jun 9, 1996 ",Austria,Midfielder,SV Lafnitz,70,€200k
455,Florian Prohart,21 Years,"Jan 12, 1999 ",Austria,Midfielder,SV Lafnitz,27,€175k
456,Christoph Friedl,27 Years,"Jul 14, 1992 ",Austria,Midfielder,SV Lafnitz,16,€25k
457,Lukas Fadinger,19 Years,"Sep 27, 2000 ",Austria,Midfielder,SV Lafnitz,38,€300k
458,David Schloffer,27 Years,"Apr 28, 1992 ",Austria,Midfielder,SV Lafnitz,12,€200k
459,Kresimir Kovacevic,25 Years,"Aug 7, 1994 ",Croatia,Forward,SV Lafnitz,45,€200k
460,Michael Tieber,31 Years,"Sep 4, 1988 ",Austria,Forward,SV Lafnitz,11,€125k
461,Luka Pisacic,22 Years,"Aug 29, 1997 ",Croatia,Forward,SV Lafnitz,99,€125k
462,Milislav Popovic,23 Years,"Mar 6, 1997 ",Australia,Forward,SV Lafnitz,9,€50k
463,Domenik Schierl,25 Years,"Jul 20, 1994 ",Austria,Goalkeeper,SC Austria Lustenau,27,€250k
464,Marcel Stumberger,19 Years,"Mar 29, 2001 ",Croatia,Goalkeeper,SC Austria Lustenau,77,€50k
465,Florian Eres,21 Years,"Jun 5, 1998 ",Austria,Goalkeeper,SC Austria Lustenau,98,€25k
466,Robert Gjergjaj,20 Years,"Jan 25, 2000 ",Kosovo,Defender,SC Austria Lustenau,19,€50k
467,Dominik Stumberger,20 Years,"Apr 17, 1999 ",Croatia,Defender,SC Austria Lustenau,5,€250k
468,Sebastian Feyrer,23 Years,"Apr 3, 1997 ",Austria,Defender,SC Austria Lustenau,24,€250k
469,Darijo Grujcic,20 Years,"May 19, 1999 ",Austria,Defender,SC Austria Lustenau,26,€250k
470,Christian Schilling,28 Years,"Jan 6, 1992 ",Austria,Defender,SC Austria Lustenau,18,€200k
471,Tobias Berger,18 Years,"Nov 2, 2001 ",Austria,Defender,SC Austria Lustenau,4,€100k
472,Michael Lageder,28 Years,"Apr 24, 1991 ",Austria,Defender,SC Austria Lustenau,29,€200k
473,Mirco Basic,18 Years,"Aug 12, 2001 ",Germany,Midfielder,SC Austria Lustenau,21,€75k
474,Hüdaverdi Mutlu,18 Years,"Jul 16, 2001 ",Austria,Midfielder,SC Austria Lustenau,25,€75k
475,Pius Grabher,26 Years,"Aug 11, 1993 ",Austria,Midfielder,SC Austria Lustenau,23,€250k
476,Christoph Freitag,30 Years,"Jan 21, 1990 ",Austria,Midfielder,SC Austria Lustenau,16,€200k
477,Daniel Tiefenbach,20 Years,"Aug 10, 1999 ",Hungary,Midfielder,SC Austria Lustenau,33,€200k
478,Alexander Ranacher,21 Years,"Nov 20, 1998 ",Austria,Midfielder,SC Austria Lustenau,14,€250k
479,Wallace,21 Years,"Jun 23, 1998 ",Brazil,Midfielder,SC Austria Lustenau,20,€75k
480,Daniel Steinwender,21 Years,"May 11, 1998 ",Austria,Midfielder,SC Austria Lustenau,10,€200k
481,Richard,18 Years,"Aug 2, 2001 ",Brazil,Midfielder,SC Austria Lustenau,31,€75k
482,Rocyan,20 Years,"Jan 10, 2000 ",Brazil,Midfielder,SC Austria Lustenau,-,€50k
483,Bojan Avramovic,22 Years,"Sep 17, 1997 ",Serbia,Forward,SC Austria Lustenau,22,€100k
484,Thomas Mayer,24 Years,"Aug 23, 1995 ",Austria,Forward,SC Austria Lustenau,55,€300k
485,Ronivaldo,31 Years,"Mar 24, 1989 ",Brazil,Forward,SC Austria Lustenau,9,€400k
486,Patrik Eler,28 Years,"Jun 13, 1991 ",Slovenia,Forward,SC Austria Lustenau,8,€300k
487,Andy Reyes,21 Years,"Apr 6, 1999 ",Costa Rica,Forward,SC Austria Lustenau,99,€200k
488,Lukas Katnik,30 Years,"Jul 31, 1989 ",Austria,Forward,SC Austria Lustenau,11,€175k
489,Tobias Lawal,19 Years,"Jun 7, 2000 ",Austria,Goalkeeper,FC Juniors OÖ,1,€300k
490,Thomas Turner,22 Years,"Mar 3, 1998 ",Austria,Goalkeeper,FC Juniors OÖ,21,€100k
491,Nino Bresnig,18 Years,"Mar 6, 2002 ",Austria,Goalkeeper,FC Juniors OÖ,12,€50k
492,Erwin Softic,18 Years,"Oct 13, 2001 ",Austria,Defender,FC Juniors OÖ,3,€75k
493,David Bumberger,21 Years,"Feb 5, 1999 ",Austria,Defender,FC Juniors OÖ,4,€250k
494,Nemanja Celic,20 Years,"Apr 26, 1999 ",Austria,Defender,FC Juniors OÖ,5,€250k
495,Jan Boller,20 Years,"Mar 14, 2000 ",Germany,Defender,FC Juniors OÖ,34,€250k
496,Emanuel Pogatetz,37 Years,"Jan 16, 1983 ",Austria,Defender,FC Juniors OÖ,-,€200k
497,Benjamin Wallquist,20 Years,"Jan 24, 2000 ",Austria,Defender,FC Juniors OÖ,17,€25k
498,David Schnegg,21 Years,"Sep 29, 1998 ",Austria,Defender,FC Juniors OÖ,28,€250k
499,Moritz Würdinger,18 Years,"Aug 16, 2001 ",Austria,Defender,FC Juniors OÖ,13,€150k
500,Daniel Jelisic,20 Years,"Feb 18, 2000 ",Germany,Midfielder,FC Juniors OÖ,6,€150k
